2,64,0.0
5,60,0.0
8,64,0.020310039351569404
17,64,0.0706421885685443
20,64,0.05213675691380256
21,64,0.18426685137062
31,45,0.0513164806879718
38,64,0.5171677548617721
41,3,0.0
43,64,0.35619674830474546
50,64,0.0
53,64,0.01716017864437932
54,50,0.0590598882598141
59,64,0.0
62,13,0.41643783432975584
63,22,0.06785324940071975
65,64,0.0
66,42,0.03376256945519372
67,64,0.2308585409978067
69,64,0.030448653502837486
75,15,0.0
76,64,0.0
77,64,0.0
79,64,0.0
81,64,0.21684822306061746
86,64,0.03609215393655306
91,64,0.488064354369297
92,64,0.0
97,64,0.0
98,64,0.18374187458608832
100,14,0.0
113,64,0.08685084679095996
119,29,0.0
125,13,0.0
129,64,0.11149194461491573
133,64,0.1662535854513767
137,64,0.0
138,37,0.35176725668525943
140,64,0.0
145,64,0.2615040607948435
147,3,0.0
149,64,0.23827383807931665
154,2,0.04921657354984508
155,64,0.0
158,14,0.0
160,46,0.11949784057902385
161,57,0.035337499808788767
163,64,0.038651415761144996
172,64,0.0
173,64,0.28105944601864863
174,64,0.14436861574621224
176,8,0.0
180,64,0.0
181,22,0.016405524516615026
186,64,0.08957416386071805
192,2,0.16405524516615028
194,50,0.04586984654845561
203,27,0.0
204,21,0.15624621549624151
205,64,0.0
207,64,0.3296854206858956
209,64,0.0
212,64,0.1654989313236124
213,1,0.6821417094008528
215,36,0.0
216,5,0.0
217,19,0.1181197765196282
218,57,0.01709455654631286
219,19,0.0
223,64,0.015224326751418743
226,64,0.16083976236089373
232,64,0.15555718346654368
247,64,0.24591881250405925
250,64,0.0
251,53,0.06854228143041759
253,64,0.045837035499422384
255,20,0.16389118992098411
257,64,0.09859720234485632
260,64,0.008957416386071804
262,29,0.06788606044975297
266,64,0.09226466988144293
268,57,0.18977910760820266
273,64,0.0909522279201137
276,19,0.0
280,64,0.0
281,7,0.0
283,64,0.324468463889612
284,4,0.0
287,64,0.1120169213994474
288,64,0.046132334940721456
289,64,0.09328181240147304
295,64,0.0350422003674897
298,1,0.9744881562869326
299,64,0.0
305,25,0.0
308,64,0.032089205954499
309,64,0.2717411080932113
310,64,0.3642026442688536
311,64,0.19424141027672195
326,22,0.0
327,4,0.0
328,64,0.0
330,14,0.0
334,64,0.0050857126001506575
335,64,0.07769656411068877
337,64,0.015224326751418743
340,64,0.003084238609123625
341,64,0.04865878571628017
344,64,0.0
345,64,0.020999071381267238
347,64,0.025723862442052364
350,64,0.3580013560015731
352,64,0.02234432439162967
358,64,0.10486411271020324
362,64,0.0
365,64,0.0
368,64,0.0
371,64,0.3555077162750476
372,53,0.007415297081509992
373,4,0.0
390,64,0.0
391,64,0.03763427324111488
393,64,0.015224326751418743
396,64,0.0
400,5,0.0
403,28,0.0718233863337406
404,29,0.0
405,64,0.0
409,10,0.0
411,61,0.26153687184387675
413,29,0.0
420,52,0.10955609272195516
423,4,0.0
425,29,0.0
426,6,0.0
429,16,0.0
446,64,0.045672980254256236
449,36,0.0
456,22,0.13334410327104693
458,64,0.0
462,64,0.07395610452090054
473,64,0.0
474,64,0.0
475,7,0.0
476,64,0.03609215393655306
484,20,0.04872440781434663
487,7,0.0
488,64,0.2206543047484721
492,64,0.0
494,64,0.0
506,10,0.1148386716163052
510,64,0.13108014088775408
523,64,0.03710929645658319
525,22,0.2386347596186822
526,64,0.02818469111954461
527,64,0.0
528,64,0.0833072534953711
532,64,0.11802134337252852
536,45,0.0
538,64,0.23564895415665826
541,64,0.05453196349322835
542,64,0.0
546,64,0.0
550,64,0.0
555,64,0.07648255529645925
556,64,0.04701823326461867
560,64,0.0
561,38,0.6222943559642412
562,52,0.01253382073069388
563,64,0.2486421295738173
571,64,0.030612708748003637
574,64,0.0
582,64,0.0
597,22,0.0
598,64,0.0
604,64,0.0540397977577299
606,64,0.2703630440338157
611,64,0.1714049201495938
612,21,0.0
619,64,0.6282331558392559
623,51,0.08708052413419258
625,64,0.2111391005288354
632,64,0.0
633,37,0.2717411080932113
635,29,0.0
636,64,0.0010171425200301318
637,64,0.0
644,8,0.0
648,5,0.0
652,64,0.009154282680271185
656,64,0.3703054993890344
661,8,0.0
663,2,0.04921657354984508
665,64,0.0
667,64,0.0
668,64,0.04121067758573695
674,64,0.07572790116869496
677,64,0.1097201479671213
678,64,0.0
687,64,0.2964478280152336
689,55,0.0713968426963086
691,19,0.0034451601484891555
695,64,0.12484604157144034
696,11,0.20999071381267234
697,64,0.22393540965179512
698,11,0.0
699,64,0.0
701,64,0.0
705,64,0.2301038868700424
710,64,0.028086257972444927
711,12,0.0
712,64,0.1642193004113164
714,64,0.1540478752110151
722,64,0.04176846541930186
729,34,0.03087519714026948
730,64,0.04600109074458854
731,8,0.0
735,64,0.07477638074673129
736,21,0.0
737,64,0.0
744,58,0.028283124266644307
745,13,0.0
748,40,0.04872440781434663
753,8,0.0
758,21,0.026576949716916345
760,3,0.0
762,29,0.033598514210027575
765,22,0.0
766,64,0.06125822854504051
768,64,0.021228748724499844
775,64,0.0
777,12,0.0
778,64,0.0
783,8,0.0
784,36,0.0
785,1,0.0
787,64,0.0
792,19,0.12589599514050373
794,64,0.051480535933137964
795,64,0.31882496345589645
797,64,0.36489167629855146
799,4,0.0
800,64,0.09341305659760596
804,64,0.09164125994981154
805,64,0.0
811,64,0.03609215393655306
812,64,0.0
813,64,0.11031074684971943
817,64,0.0
819,64,0.267278805424692
820,46,0.04662450067621991
826,58,0.04357307311612951
833,11,0.0
839,64,0.1135590407040092
848,46,0.01712736759534609
849,25,0.233614669116598
850,10,0.0
856,64,0.010466724641600388
858,1,0.0
862,3,0.0
868,64,0.1161511135776344
875,64,0.0
878,17,0.0
880,64,0.31380487295381226
881,64,0.13692050761566898
882,17,0.0
883,64,0.05351482097319822
899,64,0.0
900,64,0.3158391579938725
906,64,0.03609215393655306
908,64,0.03609215393655306
912,64,0.0
924,64,0.030448653502837486
929,64,0.0
932,57,0.054335097199028966
935,32,0.009154282680271185
941,64,0.15096363660189147
944,62,0.03195796175836607
945,39,0.05607408279779017
951,63,0.020638149841901703
955,11,0.2237057323085625
956,64,0.07218430787310612
957,17,0.0
964,64,0.03763427324111488
967,17,0.0
968,64,0.0
969,12,0.0
973,64,0.3007132643895534
981,64,0.045837035499422384
983,3,0.0
984,48,0.048133808931748484
988,64,0.025723862442052364
989,64,0.0025592618245919444
992,64,0.0
998,1,0.0
1001,8,0.12179461401134994
1005,64,0.2921495805918804
1007,64,0.06847665933235113
1015,64,0.206086198977718
1017,64,0.4430475950957054
1021,15,0.006562209806646011
1022,13,0.0
1023,64,0.2423424081594372
1026,54,0.0
1029,20,0.0863586810554615
1033,64,0.25832138903862023
1034,64,0.03609215393655306
1037,46,0.02119593767546661
1038,64,0.0
1049,13,0.20152546316209902
1050,64,0.054269475100962514
1055,26,0.07950117180751642
1056,64,0.0
1057,41,0.0
1059,64,0.0
1061,15,0.11795572127446205
1064,64,0.0005249767845316809
1082,36,0.0
1086,64,0.11175443300718156
1092,64,0.03609215393655306
1106,1,0.0
1109,64,0.0
1110,8,0.0
